iter	MultiClass
0	1.1938548
1	1.06244262
2	0.9562509877
3	0.8670725435
4	0.7914559398
5	0.7321480028
6	0.6775942804
7	0.6269602255
8	0.5846457423
9	0.5396789247
10	0.4968737785
11	0.4630997872
12	0.4290830761
13	0.4020595291
14	0.3779602268
15	0.3512895526
16	0.3284234057
17	0.3093628211
18	0.2896359326
19	0.2702157471
20	0.2541566728
21	0.2428448337
22	0.2287760162
23	0.2129609649
24	0.2013169845
25	0.1905128008
26	0.1809252603
27	0.1717391766
28	0.1632808184
29	0.1563115882
30	0.1490805234
31	0.1434831846
32	0.1374397457
33	0.1300994454
34	0.1248145589
35	0.1192534441
36	0.1153391584
37	0.1103457932
38	0.1047533936
39	0.09925848262
40	0.09616965343
41	0.09230860115
42	0.08830219475
43	0.08511127879
44	0.08187396487
45	0.07999704629
46	0.07824877802
47	0.0767050364
48	0.07379732622
49	0.07228566164
50	0.06990403512
51	0.06874080526
52	0.06676688239
53	0.06488462777
54	0.06343668777
55	0.06217468681
56	0.0611622817
57	0.05975027787
58	0.05822979397
59	0.05737639693
60	0.05694911989
61	0.05567586738
62	0.05465943299
63	0.05389253891
64	0.05336250811
65	0.05243363478
66	0.05151423895
67	0.05023607081
68	0.04964860072
69	0.04856785647
70	0.04793139075
71	0.0468036729
72	0.04630788179
73	0.04562751023
74	0.04483556646
75	0.04457929873
76	0.0438204986
77	0.04329186716
78	0.04292763803
79	0.04268644411
80	0.04229321658
81	0.04161123536
82	0.04091232373
83	0.04034328999
84	0.03981757569
85	0.0391517085
86	0.03878416509
87	0.03829135912
88	0.03763940099
89	0.03678124582
90	0.03620546066
91	0.03590493257
92	0.0352496897
93	0.03509002805
94	0.03458829059
95	0.03422174074
96	0.03325747846
97	0.03241936946
98	0.03210875121
99	0.03111828702
100	0.03035098237
101	0.02993554763
102	0.02961182596
103	0.02941906151
104	0.02906617075
105	0.02877549912
106	0.02848232589
107	0.0283979866
108	0.02798239182
109	0.02718220522
110	0.026526198
111	0.02595729157
112	0.0255994001
113	0.02528837394
114	0.02499855075
115	0.02430418335
116	0.02380433155
117	0.0232251945
118	0.02274709268
119	0.02259188559
120	0.021881212
121	0.02160831562
122	0.02100427616
123	0.02043383367
124	0.02012072367
125	0.02001593975
126	0.01955199234
127	0.01919743928
128	0.0189037644
129	0.01848865077
130	0.01832698459
131	0.01796466696
132	0.01761807976
133	0.01742365085
134	0.01708095565
135	0.01667035428
136	0.01628817701
137	0.01612023456
138	0.01592445126
139	0.01570064214
140	0.01554049886
141	0.01545379204
142	0.0151408171
143	0.01496852295
144	0.01471633385
145	0.01467803901
146	0.01439652708
147	0.01426687099
148	0.01418717961
149	0.01390760401
150	0.01377769925
151	0.01375058691
152	0.01363069458
153	0.01357518243
154	0.01327769761
155	0.01322230736
156	0.01292154312
157	0.01281115857
158	0.01268189978
159	0.0125035542
160	0.01228680883
161	0.01204272793
162	0.01194345413
163	0.01192358789
164	0.01176685883
165	0.01175371069
166	0.01155122212
167	0.01131594953
168	0.01122754327
169	0.01118502563
170	0.01105639688
171	0.0108323579
172	0.01071604805
173	0.01056506754
174	0.01051883025
175	0.0103639569
176	0.01030141247
177	0.01018849783
178	0.01005039245
179	0.010000349
180	0.00991163922
181	0.009858463159
182	0.009840949208
183	0.009774230686
184	0.009585493736
185	0.009501814594
186	0.009451130745
187	0.009316677466
188	0.009284867538
189	0.009092596955
190	0.009072147675
191	0.009013988525
192	0.008959944814
193	0.008929960184
194	0.008877758485
195	0.00886217501
196	0.008751088815
197	0.008619394373
198	0.008493059397
199	0.008481653318
200	0.008436977236
201	0.008322856669
202	0.008264064932
203	0.008185466846
204	0.008053687641
205	0.007991091175
206	0.00788475905
207	0.007844410883
208	0.007718097863
209	0.007638928569
210	0.007606700202
211	0.007582454332
212	0.007538447296
213	0.007527455777
214	0.007437928965
215	0.007332900599
216	0.007218728681
217	0.007127759849
218	0.007070313231
219	0.007053207932
220	0.0070055667
221	0.006986992672
222	0.006895158556
223	0.006855590255
224	0.006841422411
225	0.006770358911
226	0.006690774605
227	0.006597408929
228	0.006559806451
229	0.006478407047
230	0.006462249421
231	0.006456497276
232	0.006408036373
233	0.006394333543
234	0.006368788093
235	0.006334781791
236	0.006267261515
237	0.006197448307
238	0.006192647489
239	0.006111494041
240	0.006095822798
241	0.006073794258
242	0.006068426381
243	0.006037584289
244	0.005967686376
245	0.005953520213
246	0.00590366689
247	0.005878534609
248	0.005814065046
249	0.005753772419
250	0.005666030548
251	0.005596360892
252	0.005548493423
253	0.005541146011
254	0.005526433719
255	0.005513459507
256	0.005461147652
257	0.005440103132
258	0.0054262498
259	0.00541630916
260	0.005337471892
261	0.005298841802
262	0.005237469865
263	0.005186228928
264	0.005128848164
265	0.005115741633
266	0.005089739922
267	0.005034343457
268	0.004999194949
269	0.004957126238
270	0.004934429473
271	0.004923261593
272	0.004883309778
273	0.00486443999
274	0.004843119558
275	0.004787990956
276	0.004745175005
277	0.004735401866
278	0.004714928898
279	0.004684673103
280	0.00467957701
281	0.004638508292
282	0.004628517054
283	0.004619267225
284	0.004573529132
285	0.004570368318
286	0.004565142784
287	0.004527439152
288	0.004520707239
289	0.004516764335
290	0.004508259473
291	0.004471394737
292	0.004457132587
293	0.004439532246
294	0.004427435614
295	0.004405534703
296	0.004371390906
297	0.004366476648
298	0.004328689809
299	0.004324377417
300	0.004312561941
301	0.004278530918
302	0.004274014582
303	0.004257667289
304	0.004224385799
305	0.004186357524
306	0.004177821341
307	0.004155989437
308	0.004126965531
309	0.004121192385
310	0.004113117588
311	0.004078008248
312	0.004070557245
313	0.004035269269
314	0.004021998678
315	0.003987375574
316	0.003979806323
317	0.003969412309
318	0.003965659694
319	0.003961543687
320	0.003942372947
321	0.0039296872
322	0.003904311375
323	0.003897382431
324	0.003890977441
325	0.003858164712
326	0.003826062182
327	0.003820420154
328	0.003804864383
329	0.003798533009
330	0.003794989585
331	0.003791417856
332	0.003789002778
333	0.003761410487
334	0.003729230545
335	0.003703853463
336	0.003675859909
337	0.003670696869
338	0.003663890939
339	0.003641144984
340	0.00362637467
341	0.003612804119
342	0.003581044096
343	0.003545761612
344	0.003518513929
345	0.003515255226
346	0.003503287431
347	0.003493162989
348	0.003469158897
349	0.003453518944
350	0.003448796104
351	0.00341996559
352	0.003397375175
353	0.00339089628
354	0.003372155537
355	0.003347254608
356	0.003335763633
357	0.003323867628
358	0.003296628072
359	0.003292154259
360	0.003266433526
361	0.003261500774
362	0.003236978544
363	0.003227999032
364	0.003207074499
365	0.003194433658
366	0.003185516021
367	0.003181348195
368	0.003172553429
369	0.003167847364
370	0.003164470132
371	0.00316056244
372	0.003150764624
373	0.003140090961
374	0.003135942677
375	0.003128727221
376	0.003112946777
377	0.003111340271
378	0.003106445026
379	0.0031028814
380	0.003087801072
381	0.003083807529
382	0.003077902296
383	0.003073565183
384	0.003051525643
385	0.00302976515
386	0.003025079199
387	0.0030029098
